person_id,page_number,origin_place,classification,origin_place_norm_proposed,age,sex,legal_status_norm,family_status_norm,comments
P005428,363,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P005439,364,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселки,Незаконнорожденный сын,7
P005441,364,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь ссыльнокаторжного,Дочь,
P005442,364,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P005443,364,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P005444,364,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P005445,364,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P005446,364,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P005455,365,На Сахалине,exceptional_non_administrative,На Сахалине,10,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,376
P005456,365,На Сахалине,exceptional_non_administrative,На Сахалине,9,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,377
P005457,365,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,4
P005458,365,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P005486,366,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,
P005487,367,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Сын,
P005532,369,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,2 недели; 379
P005591,372,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,7 448
P005603,373,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь поселки,Незаконнорожденная дочь,447.2
P005604,373,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселки,Незаконнорожденная дочь,20 446.3
P005605,373,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселки,Незаконнорожденный сын,21 445.4
P005608,373,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселки,Незаконнорожденная дочь,24 444
P005609,373,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,Незаконнорожденный сын,25 443
P005628,374,На Сахалине,exceptional_non_administrative,На Сахалине,9,Мужской,Сын поселенца,Сын,8
P005629,375,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселенца,Сын,1
P005630,375,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,47
P005631,375,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,48
P005641,375,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселки,Незаконнорожденная дочь,58 439
P005645,375,На Сахалине,exceptional_non_administrative,На Сахалине,10,Мужской,Сын поселенца,Сын,62
P005646,376,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселенца,Дочь,63
P005647,376,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,64
P005650,376,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселенца,Дочь,70
P005651,376,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,71
P005656,376,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселки,Незаконнорожденная дочь,76 473
P005660,376,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселки,Приемная дочь,80 474
P005665,377,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселки,Незаконнорожденная дочь,85 475
P005666,377,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Незаконнорожденный сын,86 476
P005667,377,На Сахалине,exceptional_non_administrative,На Сахалине,,Мужской,Сын поселки,Незаконнорожденный сын,87 477
